"full_sample","sample_split"
5.10821943272742,10.7026834768334
-2.17470879356773,0.240779821918292
1.59758071218521,-2.9430359751801
7.23136587063863,3.05924403904651
2.49207762755185,3.71038230900438
1.72750515556805,4.09049449453906
7.54767559598264,5.24981601429878
-4.9775177374991,-5.34547844578066
-3.51200032399974,-3.6481428194538
2.68697243426147,-0.157774629939066
1.11625120614822,-0.230748369517881
1.06006439119708,-3.60615562719261
3.95987498583298,4.51710026998402
0.378521018958638,8.02146648777319
-0.938552105700765,9.40217726923418
-6.85095859805971,2.59998559165773
-7.33086106484681,-1.62149658860562
2.28208209908328,6.27487930863601
5.91465165483387,14.8909279230853
-1.31941784700683,-4.47969825088067
2.08858157698381,-6.35612085017152
-2.78678994108866,0.585418041142675
4.37357154682702,3.36014446159809
2.9364329278901,5.42332244122996
-5.81088420253357,-0.847550210194951
2.78932833740295,0.972316121911278
5.71704180984515,2.09178706886515
3.49388107310066,11.8169098377976
2.96562942321818,-0.0299478079531643
0.68246117815489,9.77399768330697
-2.81631335808907,3.50722937193001
-1.0665978124422,0.984721253666081
-4.68374982156625,-8.05352136689676
-3.30202926635641,-1.0939200609323
4.65169847480021,-7.19363506107666
1.49717245595048,-2.45360200389082
3.13151236069147,0.360228662622575
-4.91675036383122,2.4079639201873
0.130796916656771,-3.09544940451437
6.87763463220381,2.91328015850512
3.00131511788373,-0.681233144272489
9.40896372240273,2.86919524566329
6.55964445528149,5.23247485108262
-9.36195905835323,-3.94889566666365
0.694180915621656,-4.5587363691373
-3.46862476167616,-3.20088192981663
-3.05778701844948,-2.476969137381
3.39797393595205,-1.34883853475062
6.52293074757159,7.14801119750922
6.85400793998508,1.05566027043957
4.41319115493418,9.58815311941379
2.58412178989676,12.1693086931779
7.64231639241077,18.6035361172301
7.53485944352202,10.8022556481854
-1.0210157751574,2.25195811111995
-4.31432506408131,14.5742543850254
3.70603977853216,9.50260200021818
0.679911994072835,-2.78674294119485
-1.00340696702034,3.38061169698636
4.00653148232391,-0.899320052906165
0.773731313456126,1.77778553498438
5.70476197161645,8.14936645472098
-1.22337477296159,-2.37077401333666
-1.10113030555552,0.910250718178481
6.46815818627557,6.24950710989074
0.785064320847442,-3.21639463163151
9.45404416922728,11.7814398872012
-7.41629482323009,-13.0705705138267
-6.34595687582916,-2.10875296254347
0.861278881356865,-0.598569714380256
0.0154704159975948,-4.73836296316299
7.19061676552775,8.75811617709745
-1.01415870607675,0.996947691884831
-4.69883943775263,-3.80714305298125
5.46335512741103,3.62183814749315
-3.28028976126233,13.4367632081516
-1.69394696535072,-3.69539227929646
7.38518717288153,2.76733989218821
-2.93665290862014,-2.46199441493572
3.10787180789371,6.91304784659136
-0.883170018559239,12.0526640407284
0.726856492788711,-2.86959913008949
2.47086202779285,12.825085335345
2.84958165564779,5.46494181309299
-5.94994279854077,-2.4701269351747
-5.46462366654246,7.96312328567322
-3.18065311691091,2.4645914573133
0.331059404751003,-1.46435404783693
4.35959740113069,7.54819802706189
8.88695038567631,7.60512049924778
-3.16994449204603,0.305259202560107
2.81472285686868,12.1710112748057
2.09179116059667,-4.5840297932719
6.67970216428742,-4.66464904079004
-2.62944318232292,2.02976671216756
5.51668587711823,-3.86564663887298
5.78180201907532,0.523156708041761
1.84769359683206,2.9694458032554
-4.24712173420227,-1.66106394240668
-3.94917454704151,-0.34142778067166
